Question ID (machine readable),Response ID (machine readable),Response value,Answer requirement,Human-friendly question label
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Protokoly selhání) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Protokoly selhání) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Protokoly selhání) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Protokoly selhání) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Protokoly selhání) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Protokoly selhání) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,TRUE,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Protokoly selhání) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Protokoly selhání) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Protokoly selhání) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Protokoly selhání) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Protokoly selhání) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Protokoly selhání) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,TRUE,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Diagnostika) / Jsou tato data shromažďována, sdílena, nebo obojí? / Shromažďováno"
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,TRUE,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Diagnostika) / Jsou tato data shromažďována, sdílena, nebo obojí? / Sdíleno"
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:PSL_DATA_USAGE_EPHEMERAL,,FALSE,MAYBE_REQUIRED,Shromažďování a zpracování dat (Diagnostika) / Jsou tato data zpracovávána dočasně?
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,"Shromažďování a zpracování dat (Diagnostika) / Jsou tato data pro aplikaci nezbytná, nebo uživatelé mohou zvolit, zda se budou shromažďovat? / Uživatelé mohou zvolit, zda se tato data budou shromažďovat"
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,TRUE,SINGLE_CHOICE,"Shromažďování a zpracování dat (Diagnostika) / Jsou tato data pro aplikaci nezbytná, nebo uživatelé mohou zvolit, zda se budou shromažďovat? / Shromažďování dat je nezbytné (uživatelé shromažďování těchto dat nemohou vypnout)"
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Diagnostika) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,TRUE,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Diagnostika) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Diagnostika) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Diagnostika) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Diagnostika) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Diagnostika) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Diagnostika) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Diagnostika) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,TRUE,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Diagnostika) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Diagnostika) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Diagnostika) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Diagnostika) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Diagnostika) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Diagnostika) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Jiná data o výkonu aplikace) / Jsou tato data shromažďována, sdílena, nebo obojí? / Shromažďováno"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Jiná data o výkonu aplikace) / Jsou tato data shromažďována, sdílena, nebo obojí? / Sdíleno"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Shromažďování a zpracování dat (Jiná data o výkonu aplikace) / Jsou tato data zpracovávána dočasně?
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,"Shromažďování a zpracování dat (Jiná data o výkonu aplikace) / Jsou tato data pro aplikaci nezbytná, nebo uživatelé mohou zvolit, zda se budou shromažďovat? / Uživatelé mohou zvolit, zda se tato data budou shromažďovat"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,"Shromažďování a zpracování dat (Jiná data o výkonu aplikace) / Jsou tato data pro aplikaci nezbytná, nebo uživatelé mohou zvolit, zda se budou shromažďovat? / Shromažďování dat je nezbytné (uživatelé shromažďování těchto dat nemohou vypnout)"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiná data o výkonu aplikace) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiná data o výkonu aplikace) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiná data o výkonu aplikace) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Jiná data o výkonu aplikace) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiná data o výkonu aplikace) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiná data o výkonu aplikace) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiná data o výkonu aplikace) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiná data o výkonu aplikace) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiná data o výkonu aplikace) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiná data o výkonu aplikace) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Jiná data o výkonu aplikace) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiná data o výkonu aplikace) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiná data o výkonu aplikace) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiná data o výkonu aplikace) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Soubory a dokumenty) / Jsou tato data shromažďována, sdílena, nebo obojí? / Shromažďováno"
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Soubory a dokumenty) / Jsou tato data shromažďována, sdílena, nebo obojí? / Sdíleno"
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Shromažďování a zpracování dat (Soubory a dokumenty) / Jsou tato data zpracovávána dočasně?
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,"Shromažďování a zpracování dat (Soubory a dokumenty) / Jsou tato data pro aplikaci nezbytná, nebo uživatelé mohou zvolit, zda se budou shromažďovat? / Uživatelé mohou zvolit, zda se tato data budou shromažďovat"
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,"Shromažďování a zpracování dat (Soubory a dokumenty) / Jsou tato data pro aplikaci nezbytná, nebo uživatelé mohou zvolit, zda se budou shromažďovat? / Shromažďování dat je nezbytné (uživatelé shromažďování těchto dat nemohou vypnout)"
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Soubory a dokumenty) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Soubory a dokumenty) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Soubory a dokumenty) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Soubory a dokumenty) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Soubory a dokumenty) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Soubory a dokumenty) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Soubory a dokumenty) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Soubory a dokumenty) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Soubory a dokumenty) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Soubory a dokumenty) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Soubory a dokumenty) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Soubory a dokumenty) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Soubory a dokumenty) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Soubory a dokumenty) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,TRUE,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Interakce s aplikací) / Jsou tato data shromažďována, sdílena, nebo obojí? / Shromažďováno"
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,TRUE,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Interakce s aplikací) / Jsou tato data shromažďována, sdílena, nebo obojí? / Sdíleno"
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:PSL_DATA_USAGE_EPHEMERAL,,FALSE,MAYBE_REQUIRED,Shromažďování a zpracování dat (Interakce s aplikací) / Jsou tato data zpracovávána dočasně?
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,"Shromažďování a zpracování dat (Interakce s aplikací) / Jsou tato data pro aplikaci nezbytná, nebo uživatelé mohou zvolit, zda se budou shromažďovat? / Uživatelé mohou zvolit, zda se tato data budou shromažďovat"
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,TRUE,SINGLE_CHOICE,"Shromažďování a zpracování dat (Interakce s aplikací) / Jsou tato data pro aplikaci nezbytná, nebo uživatelé mohou zvolit, zda se budou shromažďovat? / Shromažďování dat je nezbytné (uživatelé shromažďování těchto dat nemohou vypnout)"
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,TRUE,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Interakce s aplikací) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,TRUE,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Interakce s aplikací) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Interakce s aplikací) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Interakce s aplikací) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Interakce s aplikací) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Interakce s aplikací) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Interakce s aplikací) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Interakce s aplikací) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,TRUE,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Interakce s aplikací) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Interakce s aplikací) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Interakce s aplikací) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Interakce s aplikací) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Reklama nebo marketing
